a,b
8216,8.509953E-15
8222,8.645976E-15
8228,8.624622E-15
8234,8.567259E-15
8240,8.280223E-15
8246,8.497760E-15
8252,8.519369E-15
8258,8.334199E-15
8264,8.331456E-15
8270,8.325697E-15
8276,8.166815E-15
8282,7.995937E-15
8288,8.315180E-15
8294,8.211336E-15
8300,8.043977E-15
8306,8.260793E-15
8312,8.402393E-15
8318,8.219426E-15
8324,8.425491E-15
8330,8.403211E-15
8336,8.162129E-15
8342,8.384450E-15
8348,8.239183E-15
8354,8.095102E-15
8360,8.412442E-15
8366,8.291611E-15
8372,8.239033E-15
8378,8.216424E-15
8384,7.857917E-15
8390,8.005265E-15
8396,7.956751E-15
8402,8.399254E-15
8408,8.264343E-15
8414,7.505028E-15
8420,7.548234E-15
8426,8.209732E-15
8432,8.222538E-15
8438,8.214181E-15
8444,8.403930E-15
8450,7.976840E-15
8456,7.900960E-15
8462,7.991662E-15
8468,7.924844E-15
8474,8.191152E-15
8480,8.115546E-15
8486,7.775248E-15
8492,7.241784E-15
8498,7.144575E-15
8504,7.827592E-15
8510,7.736390E-15
8516,7.852475E-15
8522,8.028578E-15
8528,7.702622E-15
8534,7.023983E-15
8540,6.548032E-15
8546,7.343339E-15
8552,8.152004E-15
8558,8.233733E-15
8564,8.265201E-15
8570,8.153535E-15
8576,8.132370E-15
8582,8.226722E-15
8588,8.179918E-15
8594,8.046085E-15
8600,7.976188E-15
8606,8.071412E-15
8612,7.927120E-15
8618,8.092602E-15
8624,8.416000E-15
8630,8.389458E-15
8636,8.060310E-15
8642,8.035749E-15
8648,7.934536E-15
8654,7.148843E-15
8660,6.768918E-15
8666,7.364739E-15
8672,7.732048E-15
8678,8.039811E-15
8684,8.075001E-15
8690,7.997661E-15
8696,8.038468E-15
8702,8.355396E-15
8708,8.401730E-15
8714,8.174807E-15
8720,8.332634E-15
8726,8.472816E-15
8732,8.372294E-15
8738,8.384639E-15
8744,8.442429E-15
8750,7.782207E-15
8756,8.131214E-15
